ID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
2709,Browne,850.0,Germany,Female,66.0,0,127120.62,1,No,Yes,,Yes,1,PLATINUM,617,1
2710,Power,670.0,Spain,Male,25.0,6,0.0,2,Yes,Yes,78358.94,No,3,DIAMOND,723,0
2711,Short,688.0,Spain,Female,46.0,3,0.0,2,No,Yes,104902.68,No,2,PLATINUM,752,0
2712,Trentini,708.0,Spain,Female,41.0,5,0.0,1,No,Yes,157003.99,No,3,SILVER,256,0
2713,Wei,652.0,France,Female,48.0,8,133297.24,1,Yes,,77764.37,No,1,GOLD,619,0
2714,Anayolisa,586.0,France,Female,38.0,6,0.0,2,Yes,Yes,37935.83,No,4,PLATINUM,252,0
2715,Vasiliev,616.0,France,Female,31.0,3,136789.14,1,Yes,No,59346.4,Yes,1,PLATINUM,861,1
2716,Millar,586.0,France,Female,52.0,6,140900.97,1,Yes,Yes,67288.89,No,3,SILVER,396,0
2717,Okwukwe,625.0,France,Female,51.0,4,124620.01,2,Yes,No,92243.94,Yes,4,DIAMOND,513,1
2718,Gallo,642.0,France,Female,40.0,7,0.0,2,Yes,No,183963.34,No,1,PLATINUM,882,0
2719,Hanson,603.0,France,Male,31.0,4,0.0,2,No,Yes,9607.1,No,4,GOLD,296,0
2720,Onwughara,520.0,France,Male,35.0,9,105387.89,1,Yes,Yes,25059.06,No,5,DIAMOND,471,0
2721,Yates,696.0,France,Female,33.0,4,0.0,2,Yes,Yes,73371.65,No,3,PLATINUM,348,0
2722,Collier,688.0,Germany,Male,29.0,9,144553.5,2,Yes,No,143454.95,No,4,SILVER,270,0
2723,Nnaife,669.0,France,Male,37.0,4,0.0,1,Yes,No,132540.33,No,5,PLATINUM,968,0
2724,Hooker,807.0,Germany,Male,37.0,10,130110.45,2,No,Yes,172097.95,No,4,DIAMOND,539,0
2725,Richardson,593.0,France,Female,39.0,0,117704.73,1,Yes,No,197933.5,No,4,DIAMOND,694,0
2726,Charlton,643.0,Spain,Female,20.0,0,133313.34,1,Yes,,3965.69,No,2,DIAMOND,948,0
2727,Obialo,548.0,Germany,Female,36.0,2,108913.84,2,Yes,Yes,140460.01,No,4,SILVER,800,0
2728,White,794.0,Spain,Female,,4,114440.24,1,Yes,Yes,107753.07,No,4,SILVER,226,0
2729,Ireland,457.0,France,Female,,7,127837.54,1,No,Yes,60013.17,No,4,GOLD,782,0
2730,P'an,720.0,Germany,Female,43.0,10,110822.9,1,No,No,72861.94,No,4,SILVER,987,0
2731,Wilson,663.0,Germany,Female,46.0,6,95439.4,1,Yes,Yes,21038.58,Yes,4,DIAMOND,825,1
2732,Noble,850.0,France,Female,28.0,2,0.0,2,Yes,Yes,38773.74,No,2,PLATINUM,887,0
2733,K?,772.0,Spain,Male,36.0,3,112029.83,1,Yes,Yes,186948.35,No,2,SILVER,776,0
2734,Vagin,521.0,France,Female,77.0,6,0.0,2,Yes,Yes,49054.1,No,4,DIAMOND,366,0
2735,Cameron,582.0,Germany,Male,,6,70349.48,2,No,Yes,,No,5,GOLD,419,0
2736,Brodney,700.0,Germany,Female,30.0,4,116377.48,1,Yes,,134417.31,No,1,SILVER,635,0
2737,Brown,555.0,France,Female,27.0,8,102000.17,1,Yes,Yes,116757.0,No,5,SILVER,586,0
2738,Y?an,609.0,France,Female,35.0,2,147900.43,1,Yes,No,140000.29,No,2,PLATINUM,364,0
2739,Basedow,513.0,Spain,Female,42.0,10,0.0,2,No,Yes,73151.25,No,5,DIAMOND,809,0
2740,Chinedum,714.0,France,Female,51.0,4,88308.87,3,No,No,5862.53,Yes,3,GOLD,738,1
2741,Forwood,682.0,France,Female,43.0,5,125851.93,1,Yes,Yes,193318.33,No,4,GOLD,462,0
2742,Ewers,815.0,France,Male,35.0,4,0.0,2,No,Yes,198490.33,No,2,DIAMOND,680,0
2743,Barrera,686.0,France,Female,41.0,4,129553.76,2,Yes,No,187599.8,No,4,DIAMOND,223,0
2744,King,646.0,Spain,Male,69.0,10,115462.44,1,Yes,No,40421.87,No,2,GOLD,701,0
2745,Folliero,521.0,Germany,Female,61.0,0,125193.96,1,Yes,Yes,109356.53,No,4,GOLD,312,0
2746,Liang,640.0,Spain,Male,36.0,4,0.0,1,No,,173016.46,No,4,SILVER,362,0
2747,Gonzalez,602.0,France,Female,29.0,3,88814.4,2,Yes,Yes,62487.97,No,3,SILVER,241,0
2748,Kerr,642.0,Germany,Female,40.0,6,129502.49,2,No,Yes,86099.23,Yes,4,GOLD,269,1
2749,Hamilton,748.0,Germany,Female,,3,103499.09,2,No,No,38153.19,No,1,SILVER,717,0
2750,Rizzo,535.0,Spain,Female,49.0,7,115309.75,1,Yes,No,,No,5,GOLD,885,0
2751,Chukwuemeka,467.0,Spain,Male,39.0,5,0.0,2,Yes,,7415.96,No,5,SILVER,994,0
2752,Onyekachukwu,640.0,France,Male,44.0,7,111833.47,1,Yes,No,67202.74,No,3,PLATINUM,355,0
2753,Lorimer,690.0,Spain,Female,30.0,5,0.0,2,No,Yes,78700.03,No,3,SILVER,954,0
2754,T'ang,605.0,France,Female,62.0,4,111065.93,2,No,Yes,125660.99,No,1,PLATINUM,868,0
2755,Tien,707.0,Spain,,52.0,7,0.0,1,Yes,No,109688.82,Yes,1,SILVER,533,1
2756,Daly,771.0,Spain,Female,41.0,5,0.0,2,No,Yes,92914.67,No,2,DIAMOND,958,0
2757,Rudduck,659.0,France,Female,38.0,9,0.0,2,Yes,Yes,132809.18,No,3,SILVER,268,0
2758,Vasilyev,590.0,France,Male,43.0,7,81076.8,2,Yes,Yes,182627.25,Yes,1,DIAMOND,253,1
2759,Pai,516.0,France,Female,37.0,8,113143.12,1,No,No,3363.36,No,2,DIAMOND,372,0
2760,Elizabeth,521.0,Spain,Male,29.0,3,60280.62,1,Yes,No,154271.41,No,3,DIAMOND,700,0
2761,Thomas,660.0,Germany,Male,39.0,9,134599.33,2,Yes,No,,No,4,PLATINUM,575,0
2762,Aksyonov,527.0,France,Female,25.0,6,0.0,2,No,Yes,96758.58,No,3,SILVER,430,0
2763,Alvares,721.0,France,Male,54.0,5,0.0,2,Yes,Yes,4493.12,No,5,DIAMOND,863,0
2764,Lo Duca,685.0,Spain,Male,40.0,7,74896.92,1,Yes,,198694.2,No,5,PLATINUM,692,0
2765,Korff,813.0,Germany,Female,36.0,6,98088.09,1,No,Yes,26687.22,Yes,2,GOLD,233,1
2766,McKenzie,644.0,Germany,Male,47.0,9,137774.11,2,Yes,No,151902.78,No,5,SILVER,499,0
2767,Gibson,648.0,Spain,Female,27.0,7,0.0,2,Yes,Yes,163060.43,No,3,DIAMOND,983,0
2768,Ts'ui,580.0,France,Female,65.0,9,106804.26,3,Yes,No,107890.69,Yes,3,GOLD,950,1
2769,Ball,619.0,Germany,Male,40.0,9,103604.31,2,No,No,140947.05,No,1,DIAMOND,923,0
2770,Veale,552.0,Germany,Male,39.0,2,132906.88,1,No,Yes,149384.43,No,2,SILVER,718,0
2771,Tsao,656.0,France,Male,45.0,5,127864.4,1,Yes,No,87107.57,No,2,PLATINUM,221,0
2772,Chiang,512.0,Spain,Female,35.0,5,124580.69,1,Yes,Yes,18785.48,No,2,SILVER,428,0
2773,Sal,486.0,France,Male,26.0,2,0.0,2,Yes,Yes,31399.4,No,4,PLATINUM,551,0
2774,Parkhill,693.0,Germany,Male,40.0,0,120711.73,1,No,,27345.18,Yes,1,DIAMOND,709,1
2775,Whitehead,793.0,France,Female,41.0,3,141806.46,1,Yes,No,102921.17,No,3,GOLD,447,0
2776,Hudson,697.0,Germany,Male,43.0,7,115371.94,2,Yes,No,64139.1,No,1,GOLD,538,0
2777,Geach,599.0,France,,50.0,3,121159.65,1,No,No,4033.39,Yes,2,SILVER,435,1
2778,Sutherland,550.0,France,Male,25.0,0,0.0,2,Yes,Yes,184221.11,No,5,PLATINUM,499,0
2779,Chienezie,558.0,Germany,Male,32.0,4,108235.91,1,Yes,Yes,143783.28,No,4,DIAMOND,801,0
2780,Ch'eng,686.0,Germany,Female,,5,111642.08,1,Yes,Yes,80553.87,No,5,DIAMOND,799,0
2781,Patterson,596.0,France,Male,42.0,7,0.0,2,Yes,Yes,121568.37,No,5,GOLD,567,0
2782,Tai,681.0,France,Female,41.0,0,120549.29,2,Yes,No,175722.31,No,5,SILVER,257,0
2783,Harris,577.0,Spain,Male,43.0,8,79757.21,1,Yes,No,135650.72,Yes,3,SILVER,270,1
2784,K'ung,752.0,Spain,Male,48.0,5,116060.08,1,Yes,No,156618.38,Yes,5,PLATINUM,265,1
2785,Guerra,593.0,France,Male,,9,114193.24,1,Yes,No,71154.1,No,5,DIAMOND,660,0
2786,Soares,635.0,France,Female,72.0,4,74812.84,1,No,Yes,27448.33,No,5,GOLD,627,0
2787,Copeland,564.0,Spain,Male,31.0,0,125175.58,1,Yes,Yes,72757.33,No,5,DIAMOND,572,0
2788,Wilson,588.0,Germany,Male,35.0,3,104356.38,1,Yes,No,94498.82,No,5,GOLD,885,0
2789,Bellucci,607.0,France,,45.0,7,123859.6,1,No,Yes,113051.57,No,1,DIAMOND,859,0
2790,Onyemere,686.0,France,Female,31.0,1,0.0,2,Yes,No,4802.25,No,2,PLATINUM,522,0
2791,Lombardo,684.0,Germany,Male,,1,117691.0,1,Yes,Yes,23135.65,Yes,5,DIAMOND,653,1
2792,Mazzanti,451.0,Germany,Female,38.0,9,61482.47,1,Yes,Yes,167538.66,No,1,GOLD,628,0
2793,Yen,738.0,France,Male,33.0,4,92676.3,1,Yes,No,105817.63,No,1,GOLD,992,0
2794,Sabbatini,819.0,France,Male,35.0,1,0.0,2,No,Yes,3385.04,No,1,GOLD,521,0
2795,Blackall,698.0,France,Female,27.0,1,94920.71,1,Yes,Yes,40339.9,No,1,DIAMOND,701,0
2796,Olisaemeka,619.0,France,,48.0,4,0.0,1,No,No,18094.96,Yes,5,GOLD,812,1
2797,Lord,,Spain,Male,24.0,2,141078.57,1,Yes,Yes,24402.87,No,3,GOLD,563,0
2798,Rees,708.0,France,,,3,0.0,1,No,Yes,121457.88,Yes,5,DIAMOND,552,1
2799,Hughes,602.0,Germany,Female,26.0,8,113674.2,1,Yes,No,197861.16,Yes,3,DIAMOND,368,1
2800,Shih,550.0,France,Female,40.0,7,114354.95,1,Yes,No,54018.93,No,1,GOLD,951,0
2801,Laney,807.0,Germany,Female,40.0,1,134590.21,1,Yes,Yes,46253.65,No,3,GOLD,779,0
2802,Galkin,704.0,France,Male,32.0,7,127785.17,4,No,No,184464.7,Yes,1,PLATINUM,981,1
2803,Azubuike,,France,Male,29.0,5,83442.98,1,No,Yes,177017.39,No,3,GOLD,967,0
2804,Martin,609.0,France,Male,48.0,1,108019.27,3,Yes,Yes,184524.65,Yes,5,PLATINUM,559,1
2805,Stone,530.0,France,Female,,8,0.0,2,No,Yes,141872.52,No,2,GOLD,781,0
2806,Munro,459.0,Germany,Male,50.0,5,109387.9,1,Yes,No,155721.15,No,3,PLATINUM,894,0
2807,Davis,697.0,France,Female,23.0,10,0.0,2,Yes,Yes,,No,3,SILVER,968,0
2808,Li Fonti,773.0,Germany,Male,34.0,10,126979.75,1,No,No,36823.28,No,1,PLATINUM,977,0
2809,Lucciano,795.0,Germany,Female,33.0,9,104552.72,1,Yes,Yes,120853.83,Yes,1,SILVER,381,1
2810,Cox,706.0,France,Female,35.0,8,178032.53,1,No,Yes,42181.68,No,1,GOLD,285,0
2811,Dalrymple,593.0,Germany,Female,38.0,5,142658.04,2,No,Yes,135337.11,No,1,GOLD,698,0
2812,Palerma,678.0,Spain,Female,49.0,1,0.0,2,Yes,Yes,102472.9,No,1,GOLD,502,0
2813,Greenhalgh,709.0,France,Female,40.0,9,131569.63,1,Yes,Yes,103970.58,No,1,DIAMOND,295,0
2814,Pisano,759.0,Germany,Male,30.0,4,101802.67,1,No,No,8693.8,No,3,GOLD,790,0
2815,Melvin,601.0,Spain,,41.0,3,0.0,2,Yes,No,54342.83,No,5,PLATINUM,560,0
2816,Onyemauchechi,699.0,Germany,Female,51.0,2,92246.14,2,No,Yes,91346.03,No,5,PLATINUM,268,0
2817,Jamison,504.0,Germany,Female,,7,102365.49,1,Yes,No,194690.77,Yes,4,SILVER,940,1
2818,Pan,849.0,France,Male,35.0,4,110837.73,1,No,No,126419.8,No,3,PLATINUM,599,0
2819,Woods,684.0,France,Female,27.0,9,122550.05,2,No,Yes,137835.82,No,2,GOLD,807,0
2820,Hale,801.0,France,Male,42.0,6,0.0,2,Yes,Yes,95804.33,No,1,SILVER,361,0
2821,Maitland,691.0,France,Male,24.0,6,0.0,2,Yes,Yes,92811.2,No,3,GOLD,591,0
2822,Sal,464.0,Germany,Male,37.0,4,155994.15,1,No,No,143665.44,No,4,PLATINUM,772,0
2823,Graham,611.0,France,Male,40.0,1,0.0,2,Yes,Yes,102547.56,No,2,SILVER,991,0
2824,Loggia,373.0,France,,42.0,7,0.0,1,Yes,No,77786.37,Yes,3,GOLD,986,1
2825,Bogle,620.0,Spain,Male,21.0,9,0.0,2,No,No,154882.79,No,4,SILVER,400,0
2826,Santana,737.0,France,Male,30.0,8,174356.13,1,No,No,31928.5,No,5,PLATINUM,403,0
2827,Giordano,663.0,Spain,Female,33.0,8,96769.04,1,Yes,Yes,36864.05,No,4,GOLD,852,0
2828,Wallace,684.0,France,Male,35.0,6,135871.5,1,Yes,Yes,87219.41,No,5,DIAMOND,353,0
2829,Crawford,587.0,Germany,Male,46.0,9,107850.82,1,Yes,No,139431.0,Yes,3,SILVER,744,1
2830,Meagher,567.0,Spain,Male,35.0,8,153137.74,1,Yes,No,88659.07,No,2,PLATINUM,549,0
2831,Golubev,710.0,Germany,Female,30.0,10,133537.1,2,Yes,No,155593.74,No,1,PLATINUM,464,0
2832,Watt,,France,Male,30.0,3,0.0,2,Yes,No,170307.43,No,4,PLATINUM,396,0
2833,Rogova,707.0,Germany,Female,48.0,7,105086.74,1,Yes,Yes,180344.69,Yes,5,PLATINUM,744,1
2834,Munro,848.0,Spain,Male,35.0,5,120046.74,2,Yes,No,84710.65,No,5,GOLD,644,0
2835,Chiu,510.0,Germany,Female,50.0,7,123936.54,1,Yes,Yes,23768.01,No,5,DIAMOND,769,0
2836,Dunn,665.0,Germany,Female,45.0,5,155447.65,2,Yes,No,51871.95,Yes,4,PLATINUM,511,1
2837,Hao,626.0,Spain,Female,,8,148610.41,3,No,Yes,104502.02,Yes,5,PLATINUM,410,1
2838,Shaffer,732.0,Germany,Female,61.0,9,94867.18,2,Yes,Yes,157527.6,Yes,3,GOLD,507,1
2839,Tien,663.0,France,Male,34.0,7,0.0,2,Yes,Yes,180427.24,No,3,SILVER,912,0
2840,Somayina,587.0,France,Male,36.0,1,0.0,2,No,,17135.6,No,1,GOLD,937,0
2841,Neumann,530.0,France,Female,48.0,0,0.0,1,Yes,No,85081.09,No,2,PLATINUM,737,0
2842,Oliver,508.0,France,Male,44.0,3,115451.05,2,No,No,67234.33,No,5,GOLD,654,0
2843,McKay,821.0,France,Female,40.0,1,0.0,2,Yes,No,194273.12,No,5,SILVER,935,0
2844,Liao,640.0,France,Male,45.0,1,0.0,1,Yes,Yes,10908.33,No,4,PLATINUM,391,0
2845,Ogbonnaya,778.0,Germany,Female,45.0,1,162150.42,2,Yes,No,174531.27,No,2,DIAMOND,250,0
2846,Favors,537.0,France,Male,37.0,3,0.0,2,Yes,Yes,20603.32,No,2,SILVER,847,0
2847,Kaur,582.0,France,Male,31.0,2,0.0,2,Yes,Yes,33747.03,No,4,GOLD,413,0
2848,Day,632.0,Spain,Female,39.0,5,97854.37,2,Yes,No,93536.38,No,4,DIAMOND,271,0
2849,Onyeorulu,728.0,France,Male,34.0,4,106328.08,1,Yes,No,88680.65,No,5,GOLD,709,0
2850,Milanesi,850.0,France,Male,38.0,5,0.0,2,Yes,No,16491.64,No,1,SILVER,829,0
2851,Sullivan,606.0,Spain,Male,38.0,7,128578.52,1,Yes,Yes,193878.51,No,4,SILVER,260,0
2852,Milanesi,769.0,France,,29.0,4,145471.37,1,Yes,No,188382.77,No,3,PLATINUM,378,0
2853,Hallahan,646.0,France,Male,,10,0.0,2,No,Yes,52795.15,No,5,GOLD,938,0
2854,Lavine,834.0,France,Female,49.0,2,131394.56,1,No,No,194365.76,Yes,2,GOLD,567,1
2855,Burgess,696.0,Germany,,32.0,4,84421.62,1,No,Yes,52314.71,No,5,PLATINUM,491,0
2856,Balsillie,692.0,Germany,Male,45.0,6,142084.04,4,Yes,No,188305.85,Yes,5,DIAMOND,322,1
2857,Lung,664.0,France,Female,34.0,7,93920.47,1,No,,179913.98,No,1,PLATINUM,503,0
2858,Nwachinemelu,619.0,Germany,Male,57.0,3,137946.39,1,Yes,Yes,72467.99,Yes,5,PLATINUM,367,1
2859,Bagley,670.0,France,Male,37.0,4,170557.91,2,Yes,No,198252.88,No,5,GOLD,729,0
2860,Berry,636.0,France,Male,31.0,6,0.0,2,Yes,Yes,2382.61,No,3,SILVER,875,0
2861,Iloerika,452.0,France,Female,35.0,8,0.0,2,Yes,,149614.81,No,1,PLATINUM,514,0
2862,Lo Duca,571.0,France,Male,34.0,1,99325.04,2,No,Yes,186052.15,No,3,DIAMOND,922,0
2863,Fraser,570.0,Germany,Male,35.0,6,85668.59,1,Yes,No,105525.36,No,5,SILVER,448,0
2864,Gorbunova,666.0,Spain,Female,36.0,6,0.0,2,Yes,No,176692.87,No,3,GOLD,990,0
2865,Piccio,608.0,Spain,,48.0,7,75801.74,1,Yes,No,125762.95,No,4,PLATINUM,964,0
2866,Johnson,649.0,France,Female,45.0,5,92786.66,1,Yes,No,173365.9,Yes,1,GOLD,919,1
2867,Lombardi,565.0,France,Male,32.0,9,0.0,2,Yes,No,,No,5,DIAMOND,887,0
2868,Onyemere,701.0,France,Male,37.0,8,107798.85,1,Yes,No,16966.73,No,1,SILVER,228,0
2869,Onwuatuegwu,667.0,France,Male,31.0,1,119266.69,1,Yes,Yes,28257.63,No,2,SILVER,730,0
2870,Parkin,745.0,Spain,Female,54.0,8,0.0,1,Yes,,173912.29,Yes,1,GOLD,447,1
2871,Hayes,764.0,France,Female,,1,0.0,2,Yes,Yes,11467.38,No,1,PLATINUM,827,0
2872,Kolesnikova,574.0,France,Female,34.0,7,152992.91,1,Yes,Yes,134691.2,No,5,DIAMOND,705,0
2873,Ferri,683.0,France,Female,29.0,0,157829.12,1,No,No,129891.66,No,1,PLATINUM,984,0
2874,Sanders,626.0,Germany,Female,47.0,2,103108.8,1,No,Yes,166475.44,Yes,3,GOLD,279,1
2875,Uspenskaya,850.0,Spain,Female,32.0,5,0.0,1,Yes,Yes,3830.59,No,2,SILVER,979,0
2876,Milani,692.0,France,Male,27.0,1,125547.53,1,No,No,7900.46,No,4,SILVER,890,0
2877,O'Loghlen,,France,Female,48.0,1,170833.46,1,Yes,No,110510.28,Yes,1,PLATINUM,654,1
2878,Sargood,610.0,Spain,Female,37.0,10,140363.95,2,Yes,Yes,129563.86,No,3,GOLD,929,0
2879,Arcuri,670.0,Spain,Female,40.0,3,0.0,1,Yes,Yes,182650.15,No,5,GOLD,270,0
2880,Chukwubuikem,678.0,Germany,Female,30.0,1,139676.95,2,No,Yes,16146.0,No,1,SILVER,554,0
2881,Cavenagh,729.0,France,Male,39.0,4,121404.64,1,Yes,Yes,159618.17,No,3,GOLD,797,0
2882,Kazantsev,802.0,Spain,,38.0,7,0.0,2,No,Yes,57764.65,No,5,GOLD,476,0
2883,Fomina,755.0,France,Male,31.0,5,0.0,2,No,,194660.78,No,4,DIAMOND,535,0
2884,Trentini,724.0,France,Female,29.0,6,0.0,2,No,Yes,64729.51,No,5,SILVER,957,0
2885,Kwemto,640.0,France,Female,47.0,6,89799.46,2,No,Yes,13783.77,Yes,4,PLATINUM,857,1
2886,Piazza,655.0,Germany,Female,40.0,0,81954.6,1,Yes,Yes,198798.44,Yes,3,SILVER,535,1
2887,Romilly,686.0,France,,38.0,0,138131.34,1,No,Yes,115927.85,No,4,PLATINUM,385,0
2888,Bartlett,673.0,Germany,Male,47.0,1,183579.54,2,No,Yes,34047.54,No,5,PLATINUM,772,0
2889,Gallo,833.0,France,Male,47.0,2,0.0,2,Yes,Yes,182247.77,No,5,SILVER,418,0
2890,Bukowski,700.0,France,Female,37.0,7,0.0,2,Yes,No,17040.82,No,3,DIAMOND,341,0
2891,Conway,811.0,France,Female,35.0,7,0.0,1,Yes,Yes,178.19,No,5,SILVER,997,0
2892,Parkin,658.0,France,Male,32.0,8,0.0,1,Yes,,80410.68,No,1,GOLD,867,0
2893,Lucciano,661.0,France,Male,35.0,9,100107.99,1,Yes,No,83949.68,No,3,GOLD,661,0
2894,Munz,452.0,France,Female,60.0,6,121730.49,1,Yes,Yes,142963.29,No,3,SILVER,449,0
2895,Tomlinson,799.0,Germany,Female,39.0,7,167395.6,2,No,Yes,139537.43,No,2,PLATINUM,908,0
2896,Ives,590.0,France,Female,76.0,5,160979.68,1,No,Yes,13848.58,No,4,PLATINUM,924,0
2897,Andrejew,606.0,Spain,Male,33.0,8,0.0,2,Yes,Yes,63176.77,No,2,DIAMOND,640,0
2898,Evans,799.0,Germany,Male,28.0,7,167658.33,2,Yes,Yes,111138.25,No,5,DIAMOND,938,0
2899,Artyomova,799.0,Spain,Male,38.0,2,0.0,2,Yes,Yes,59297.34,No,1,DIAMOND,780,0
2900,Chao,692.0,Spain,Female,47.0,3,0.0,2,Yes,No,150802.41,Yes,3,SILVER,525,1
2901,Zetticci,,France,Female,37.0,2,166178.02,2,Yes,Yes,71972.95,No,5,PLATINUM,275,0
2902,Yuan,650.0,Spain,Female,25.0,3,86605.5,3,Yes,No,16649.31,Yes,2,GOLD,653,1
2903,Lavrentiev,738.0,France,Male,49.0,6,106770.82,1,Yes,No,123499.27,No,1,PLATINUM,315,0
2904,Trevisano,809.0,Germany,Male,41.0,1,79706.25,2,Yes,No,165675.01,No,5,DIAMOND,464,0
2905,Onwuka,635.0,France,Male,29.0,1,0.0,1,No,Yes,24865.54,No,1,GOLD,798,0
2906,Chapman,791.0,France,Female,44.0,5,0.0,2,Yes,,123977.86,Yes,2,PLATINUM,430,1
2907,Kenniff,551.0,Germany,Male,31.0,9,82293.82,2,Yes,Yes,91565.25,No,3,PLATINUM,748,0
2908,Hawkins,684.0,France,Female,34.0,6,0.0,2,Yes,Yes,130928.22,No,3,SILVER,372,0
2909,Yao,663.0,Spain,Male,35.0,5,0.0,2,Yes,Yes,62634.94,No,5,SILVER,252,0
2910,Kaodilinakachukwu,637.0,Spain,,22.0,5,98800.0,1,Yes,No,122865.55,No,2,SILVER,430,0
2911,Lung,792.0,France,Female,42.0,2,0.0,2,Yes,No,92664.09,No,3,PLATINUM,522,0
2912,Young,556.0,France,Male,36.0,7,154872.08,2,Yes,Yes,32044.64,No,2,GOLD,554,0
2913,Marino,773.0,Spain,Female,,8,0.0,2,Yes,No,56759.79,No,5,DIAMOND,359,0
2914,Fanucci,,France,Male,37.0,10,106242.67,1,Yes,Yes,166678.28,No,5,GOLD,560,0
2915,Reilly,686.0,Germany,Male,35.0,2,109342.82,2,No,Yes,86043.27,No,5,PLATINUM,663,0
2916,Ifesinachi,,Germany,Female,59.0,8,152614.51,2,Yes,,188782.3,No,1,DIAMOND,656,0
2917,Fiorentini,535.0,France,Female,49.0,3,0.0,1,No,No,61820.41,Yes,1,GOLD,269,1
2918,Thompson,633.0,France,,29.0,10,130206.28,1,Yes,No,184654.87,No,5,GOLD,957,0
2919,Ho,505.0,France,Male,34.0,10,104498.79,1,No,Yes,126451.14,No,3,DIAMOND,244,0
2920,Johnson,697.0,France,Female,45.0,1,0.0,2,Yes,No,46807.62,Yes,3,PLATINUM,559,1
2921,Costa,492.0,Germany,Female,49.0,2,151249.45,2,Yes,Yes,167237.94,No,4,GOLD,543,0
2922,Jeffrey,555.0,Spain,Male,33.0,1,56084.69,2,No,No,178798.13,No,5,PLATINUM,481,0
2923,Burgess,702.0,Spain,Male,39.0,8,0.0,2,Yes,No,99654.13,No,4,DIAMOND,876,0
2924,Sung,,Germany,Male,55.0,0,98710.89,1,Yes,Yes,83617.17,Yes,4,SILVER,614,1
2925,Andersen,559.0,France,Male,62.0,6,118756.62,1,Yes,Yes,20367.68,No,5,PLATINUM,931,0
2926,Ferri,605.0,France,Male,39.0,3,0.0,2,Yes,No,199390.45,No,3,SILVER,405,0
2927,Hsueh,651.0,Germany,Female,42.0,1,116646.76,1,Yes,No,44731.8,Yes,2,DIAMOND,658,1
2928,Baker,702.0,Spain,Female,38.0,2,0.0,1,Yes,Yes,161888.63,No,2,GOLD,364,0
2929,Lane,582.0,France,Male,29.0,4,0.0,2,No,No,156153.27,No,5,DIAMOND,548,0
2930,Gibbons,614.0,France,Male,38.0,2,116248.88,1,Yes,No,105140.92,No,3,DIAMOND,762,0
2931,Cook,690.0,France,Male,35.0,6,112689.95,1,Yes,No,176962.31,No,3,SILVER,828,0
2932,Chinagorom,796.0,France,Female,45.0,2,109730.22,1,Yes,Yes,123882.73,No,2,DIAMOND,267,0
2933,Morey,,France,Female,43.0,8,0.0,1,No,Yes,104889.3,No,1,GOLD,663,0
2934,Savage,605.0,Spain,Male,,5,103154.66,1,No,No,143203.78,No,1,GOLD,380,0
2935,Fink,635.0,France,,47.0,2,125724.95,2,Yes,No,63236.97,No,5,PLATINUM,773,0
2936,Zikoranaudodimma,850.0,Germany,Female,45.0,5,103909.86,1,Yes,No,60083.11,Yes,5,DIAMOND,312,1
2937,Blue,590.0,Spain,Male,37.0,1,0.0,2,No,No,133535.99,No,2,GOLD,930,0
2938,Nkemjika,679.0,France,,30.0,9,0.0,2,Yes,No,157871.55,No,5,PLATINUM,460,0
2939,Sung,850.0,Spain,Male,36.0,0,0.0,2,Yes,No,141242.57,No,3,SILVER,863,0
2940,Ugochukwu,619.0,Spain,Female,38.0,1,0.0,1,Yes,No,112442.63,Yes,4,PLATINUM,989,1
2941,Ritchie,706.0,Spain,Male,42.0,9,0.0,2,Yes,Yes,28714.34,No,4,PLATINUM,361,0
2942,Balashov,585.0,Germany,Male,44.0,7,163867.86,1,Yes,Yes,112333.22,No,1,PLATINUM,473,0
2943,Otutodilinna,703.0,France,Female,40.0,7,0.0,2,No,Yes,122518.5,No,4,GOLD,566,0
2944,Shaw,598.0,Spain,Male,41.0,8,0.0,2,Yes,Yes,161954.43,No,3,PLATINUM,779,0
2945,Mazzanti,640.0,France,Female,30.0,6,107499.7,1,Yes,Yes,187632.22,No,5,DIAMOND,663,0
2946,Zito,765.0,Germany,Male,34.0,5,86055.17,2,Yes,Yes,104220.5,No,3,SILVER,921,0
2947,McCartney,788.0,France,Male,55.0,3,0.0,1,No,Yes,13288.46,Yes,5,DIAMOND,751,1
2948,Hartley,616.0,Spain,Female,36.0,6,132311.71,1,No,No,15462.84,No,2,SILVER,268,0
2949,Brown,524.0,Spain,Female,32.0,6,0.0,1,Yes,Yes,132861.9,Yes,4,PLATINUM,373,1
2950,Hopman,844.0,France,Female,28.0,4,0.0,2,No,Yes,123318.37,No,4,PLATINUM,302,0
2951,Williams,711.0,France,Female,39.0,3,152462.79,1,Yes,No,90305.97,No,5,PLATINUM,851,0
2952,Stevens,703.0,France,Male,28.0,2,81173.83,2,No,Yes,162812.16,No,2,PLATINUM,388,0
2953,Biryukov,693.0,France,Male,,7,198338.77,2,Yes,Yes,14278.18,No,5,DIAMOND,991,0
2954,Francis,610.0,France,Female,31.0,6,107784.65,1,Yes,Yes,141137.53,No,4,PLATINUM,998,0
2955,Young,,France,Female,36.0,2,0.0,2,Yes,Yes,180142.42,No,1,GOLD,465,0
